Id,SalePrice
1461,120547.23682330678
1462,182840.13753755376
1463,192632.83582894088
1464,215472.14559643043
1465,204453.83217852225
1466,188159.06673262393
1467,199580.76663952495
1468,178081.18131893373
1469,187910.94009843792
1470,124129.467813705
1471,208514.00534797972
1472,101916.0515957729
1473,102823.49343721477
1474,156703.97295704327
1475,106728.19782059285
1476,325034.45260839653
1477,259503.28390768063
1478,289815.57085413404
1479,285162.33671758184
1480,390211.1874441884
1481,308085.2454896143
1482,234942.4068320796
1483,199411.93117691844
1484,195280.0443245238
1485,205843.07055214484
1486,211422.58423667963
1487,303129.6734762009
1488,239379.18036255863
1489,194420.355130175
1490,240194.82757315965
1491,216779.73367633778
1492,94454.26283732726
1493,209844.08869196163
1494,290302.12585633877
1495,283363.5481056317
1496,230390.33777828436
1497,180655.8192141072
1498,184697.30619739948
1499,177844.11669884025
1500,185606.18923291418
1501,213097.6605835233
1502,169999.1115151269
1503,270880.2545919969
1504,242261.501787191
1505,234351.67957397355
1506,212778.55792333643
1507,249103.31984594205
1508,211414.00112874323
1509,155941.50298844912
1510,168437.10555330527
1511,157044.12024992204
1512,208499.94469100924
1513,163284.63260805397
1514,199776.6337945587
1515,212387.85997232798
1516,187560.36385239146
1517,189854.46547668293
1518,150061.39822168206
1519,245901.10545236224
1520,138363.44859918315
1521,135218.80797650514
1522,201916.48829523512
1523,98847.059515425
1524,94590.34518532015
1525,122833.41220037502
1526,116314.00678607001
1527,109605.85245961309
1528,138346.74916066276
1529,143630.06350878946
1530,203750.46117093056
1531,151906.01596578563
1532,103595.72980957144
1533,147203.15351145933
1534,114728.92842995678
1535,176787.27182552087
1536,120534.64306548264
1537,87410.3691670437
1538,181070.8265366154
1539,210408.92134059826
1540,119261.05029507013
1541,141621.32496105492
1542,147206.83706104383
1543,176506.3982436385
1544,89687.5639813623
1545,108279.32812986149
1546,138504.17052519743
1547,149076.87738274434
1548,121457.02419527288
1549,126493.26761408085
1550,144939.42361127038
1551,123834.75133483383
1552,161148.3941397034
1553,158562.44460805805
1554,123363.82077550734
1555,198158.24078923676
1556,98528.62442419051
1557,99544.9688455653
1558,95306.72077416675
1559,97482.01956726798
1560,161722.66386725812
1561,151397.44270738133
1562,144050.26140804638
1563,119441.36247369369
1564,174693.11391043974
1565,156884.1827614495
1566,217808.23349397865
1567,82017.8894023998
1568,252778.4684591002
1569,159740.65250344347
1570,154042.2268067785
1571,120799.97413959527
1572,150503.2497207157
1573,235813.53801558792
1574,149343.93061587057
1575,239659.22278047007
1576,267451.646863027
1577,215623.29930199077
1578,146503.7364321907
1579,149792.37909101756
1580,199706.5587112984
1581,163112.79716076262
1582,125883.27202349548
1583,288935.8369013684
1584,233457.81206154323
1585,172762.13691477597
1586,57189.31033843236
1587,104285.36024354292
1588,156275.47891552458
1589,109815.95662961697
1590,134594.02428505867
1591,91687.49226353769
1592,133763.15219663686
1593,124052.7955488646
1594,128473.10511500784
1595,130654.41072384742
1596,224622.78208951443
1597,206545.82492413852
1598,207919.12848888905
1599,179456.68947047024
1600,183332.0112111998
1601,52887.63832638899
1602,108086.36302153302
1603,86836.88903159682
1604,261302.86754469125
1605,245719.72740456555
1606,177425.1694924335
1607,201081.36531289262
1608,243168.2803194764
1609,188025.71163327975
1610,160545.19592087757
1611,150167.8284553692
1612,195460.98459960028
1613,186472.3641506791
1614,126391.0675443704
1615,85090.10910094553
1616,72472.10600964648
1617,81654.84973390136
1618,121800.99233825528
1619,143374.00300104095
1620,207761.6661162589
1621,139201.41189848565
1622,161352.26139705218
1623,251459.1507251949
1624,250059.43554553628
1625,110918.57240325057
1626,201785.36584407857
