Id,SalePrice
1461,110428.9631227934
1462,188651.28914442618
1463,191844.43510001356
1464,208689.6988365316
1465,198684.10136058574
1466,191604.15980619937
1467,195869.12516881397
1468,163545.54662470662
1469,190006.09751906904
1470,110387.27238156817
1471,196346.8116528817
1472,96334.96392345293
1473,84844.44089822532
1474,155975.3302147083
1475,106593.98584953166
1476,349697.1973959055
1477,272606.7623535565
1478,289286.45613937767
1479,298470.4380582922
1480,390370.36023394694
1481,311525.44661581464
1482,225928.78382120712
1483,181132.92102201015
1484,170157.10347004974
1485,194898.70301058228
1486,203507.16910929407
1487,319877.98549112375
1488,258312.72409881125
1489,198426.2221418108
1490,222397.41696793362
1491,199379.94546906624
1492,95064.74990328103
1493,188289.42401585396
1494,294941.9635156581
1495,311289.9629458878
1496,229566.06695886108
1497,185086.76892577275
1498,172867.50638706997
1499,177610.24268554893
1500,169612.71942566428
1501,197064.27120507782
1502,166925.04864260947
1503,316706.7751136292
1504,244259.3763794997
1505,223459.52194721764
1506,212283.28273693912
1507,247271.02201166097
1508,201147.24697039614
1509,160078.2809854831
1510,161410.6777370995
1511,152585.98164957715
1512,202585.15776321368
1513,174679.91340773992
1514,179308.09583247895
1515,237072.96938494674
1516,222381.2249813581
1517,198334.83754219624
1518,123683.63630489678
1519,237729.17989538587
1520,130684.47023228326
1521,133164.1843709636
1522,214211.1826116246
1523,92133.51119025695
1524,91609.04900739742
1525,118299.88770705994
1526,106124.32727481547
1527,97848.94314158945
1528,150029.02584131277
1529,142855.58903603576
1530,206738.51566660628
1531,158287.19259897745
1532,121889.67537332757
1533,137517.31367372134
1534,108980.99773169417
1535,179001.82554267626
1536,121649.6705862823
1537,60727.96956062036
1538,188129.21226711228
1539,241668.67817324426
1540,93915.97480697928
1541,163577.67420256554
1542,146651.06405147107
1543,194628.41858662298
1544,77298.64315918119
1545,123248.46464339354
1546,150139.31450310268
1547,162115.76864438166
1548,134821.78101140662
1549,134419.7626927614
1550,160814.45682905253
1551,148174.34253084502
1552,169059.566111941
1553,163139.3887337769
1554,130242.9009837248
1555,192374.05999894117
1556,101615.39877042898
1557,101056.40615694816
1558,94298.8399865511
1559,91606.90018642267
1560,174501.8979429912
1561,109833.70679559834
1562,136711.131867579
1563,109223.18822590812
1564,168895.9408641535
1565,139269.20723035914
1566,237327.99757814078
1567,67009.73357165666
1568,252608.190083755
1569,126130.8431344869
1570,155592.45336565163
1571,131909.15462363214
1572,144661.49307758617
1573,254009.22744200783
1574,134861.16869377013
1575,233438.2619484576
1576,273199.17730270233
1577,229845.93261042814
1578,152856.6573946616
1579,148844.7847594083
1580,206214.32921478542
1581,151057.32221010755
1582,116779.5529712511
1583,293964.1012347799
1584,219757.05497270543
1585,157419.52036803294
1586,35728.29499533688
1587,96693.47197424306
1588,138853.2547722374
1589,107783.37068822958
1590,126047.72891381037
1591,81848.40511445516
1592,119802.03806057868
1593,152760.52177258584
1594,141558.1619470549
1595,140752.64216078425
1596,237129.80100637625
1597,186105.55062299166
1598,233101.87197243905
1599,182033.4458603497
1600,179872.11427728948
1601,35751.292399191385
1602,122651.18817953323
1603,61923.607555895636
1604,266256.72575279186
1605,268847.4566119086
1606,169033.24527568335
1607,173303.26072419895
1608,243057.35382780764
1609,183181.33590218742
1610,148668.10127165692
1611,157121.41063809386
1612,179221.48518534185
1613,161095.9527176781
1614,94236.61439342273
1615,79483.91954877276
1616,61237.314686642014
1617,66951.0795160658
1618,112000.609754748
1619,134736.3090507342
1620,178740.0487357992
1621,129672.92972241057
1622,123354.70507816362
1623,239193.388119947
1624,241053.66531575043
1625,119580.28451763702
1626,191605.99691687486
1627,192581.6447719678
1628,278674.6625223669
1629,200658.15773815877
1630,310883.763527198
1631,206134.37934069583
1632,247915.1759023379
1633,172481.8928169017
1634,193014.3166643018
1635,196914.81767833416
1636,165783.2188686002
1637,213309.98331628914
1638,240767.0316951556
1639,208473.3851399719
1640,287947.72597486235
1641,205935.19443640317
1642,229511.4134398594
1643,233203.54837431465
1644,217588.96091232428
1645,217612.66019915967
1646,177213.3930546861
1647,170505.69618353527
1648,127784.42532536051
1649,143354.79482827787
1650,109377.72656387794
1651,119939.83452449329
1652,98329.33276170594
1653,98769.05118358822
1654,147021.23842449405
1655,129951.71226537826
1656,145757.96031863563
1657,140083.46565153007
1658,147762.65064690594
1659,94968.2273805773
1660,175955.8066090385
1661,379530.0096544412
1662,377754.2754501755
1663,344108.86391090334
1664,410170.9540676838
1665,307671.1903033365
1666,328400.6691345647
1667,360936.89404196665
1668,324877.04489564244
1669,296638.55854828615
1670,314097.52467346087
1671,283375.43387074844
1672,376110.5009057092
1673,317927.2998147117
1674,268575.2243429144
1675,214736.76137529674
1676,218248.58794817585
1677,255248.01791803743
1678,419124.4217674845
1679,355104.95787046687
1680,307865.63478305546
1681,245830.86764027353
1682,318586.2495639019
1683,206904.98893000133
1684,169608.40341879387
1685,188524.62977429118
1686,192894.36682186284
1687,195440.7552553888
1688,223087.15152544845
1689,200027.9649226613
1690,203027.810789624
1691,192807.087621013
1692,262205.2334040062
1693,170957.0659000316
1694,174964.22474261615
1695,175434.11076728752
1696,287766.09680299205
1697,167052.5723038535
1698,322347.45179167273
1699,306956.53281416465
1700,273193.5059114867
1701,301200.96162909316
1702,263930.82300893357
1703,248151.30880897792
1704,283672.1779613234
1705,244130.25078608844
1706,383855.60851954937
1707,214784.54983766752
1708,187975.49904059147
1709,301022.37939788256
1710,246439.58002318782
1711,267634.7680958953
1712,251299.2323504208
1713,274921.10553073825
1714,226051.1355327448
1715,203587.02490242172
1716,178824.25578892377
1717,157287.5712688886
1718,127214.70497080687
1719,209752.13601327696
1720,243855.19837020553
1721,182112.53736754428
1722,114653.66874638907
1723,168339.6664605223
1724,225854.59030252002
1725,254185.6638416553
1726,180840.37520461754
1727,173303.65602838204
1728,183579.82272960388
1729,174673.97818235806
1730,162993.5597493261
1731,120437.54373892187
1732,151737.04607112688
1733,106700.12102298907
1734,117753.22472065326
1735,148128.37674572942
1736,90245.21832186297
1737,309345.78540711524
1738,253040.25652486924
1739,277981.5335690555
1740,234479.3152511179
1741,218210.89716648925
1742,183925.78408799524
1743,188694.9374956747
1744,312181.8064101237
1745,208510.6240716452
1746,248869.76718183668
1747,230031.15360972963
1748,262877.1971949467
1749,158267.32567615324
1750,144725.40007972525
1751,279156.10055143334
1752,82777.59058622949
1753,147220.7784169854
1754,216568.4963305973
1755,177200.06392889313
1756,120872.84410653428
1757,101086.54844396106
1758,179154.07719404955
1759,200811.31990610258
1760,189952.75876587495
1761,198349.78709540464
1762,189590.93663585672
1763,196266.89640485347
1764,100235.94016443101
1765,195563.72645243176
1766,222087.98005333322
1767,264757.1382185679
1768,142132.35654103488
1769,193849.0854177996
1770,164978.93386730523
1771,98232.85098333111
1772,122125.81209107286
1773,120508.3173572317
1774,162575.86628938915
1775,140777.99545333785
1776,128503.51620042702
1777,109486.3874653026
1778,145800.69292406263
1779,131674.86988227168
1780,206628.52303272946
1781,108582.9691001395
1782,62099.667049875774
1783,159332.7400490388
1784,96352.34360917317
1785,121946.89571118534
1786,180006.29126529416
1787,208970.3045905208
1788,34980.36148278465
1789,94822.46566859231
1790,69793.97381954687
1791,213670.40690419875
1792,155559.2456374814
1793,151081.13920056052
1794,172224.33488787353
1795,155887.65694140006
1796,138542.43294125987
1797,125195.13257694626
1798,98662.15411465382
1799,88825.63738978353
1800,115102.9967691079
1801,134678.08584336287
1802,159580.12956727154
1803,170340.31299715105
1804,170578.779347221
1805,128532.47271109355
1806,149152.3998093464
1807,131640.68198200283
1808,143746.61977374184
1809,138690.59267720452
1810,166635.3773508767
1811,77895.26582103847
1812,89277.099714607
1813,126161.28688789539
1814,86240.54159941958
1815,25297.71542784461
1816,101417.5850243128
1817,126434.87918557788
1818,191296.43707830488
1819,156274.07761935642
1820,74935.00132246687
1821,134530.33875303145
1822,190008.31214015876
1823,25048.82178336222
1824,143971.768472755
1825,144033.89356996652
1826,124461.66978880347
1827,107702.95949945072
1828,160653.63893402374
1829,176987.5800520156
1830,184648.1112098145
1831,166438.39144294144
1832,97176.60868865122
1833,172916.6929751304
1834,158511.02919383888
1835,186864.99272494094
1836,146930.90349403297
1837,114476.58967586074
1838,147846.1865462448
1839,79040.72381450672
1840,154554.4729053007
1841,99202.49834606532
1842,86512.79861735945
1843,132633.24113740525
1844,142549.8224293061
1845,137165.95026172698
